,execID,orderID,clOrdID,clOrdLinkID,account,symbol,side,qty,lastPx,underlyingLastPx,lastMkt,lastLiquidityInd,simpleOrderQty,orderQty,price,displayQty,stopPx,pegOffsetValue,pegPriceType,currency,settlCurrency,execType,ordType,timeInForce,execInst,contingencyType,exDestination,ordStatus,triggered,workingIndicator,ordRejReason,simpleLeavesQty,leavesQty,simpleCumQty,cumQty,avgPx,commission,tradePublishIndicator,multiLegReportingType,text,trdMatchID,execCost,execComm,homeNotional,foreignNotional,transactTime,timestamp,exchange,asset
5,f44a1d8f-ec3d-f521-56f6-380ee18f2068,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,727,13792.6,,XBME,,,727,13792.6,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,727,13792.6,0.0001,,SingleSecurity,Funding,fd637566-dd80-a247-86ce-3ebb4451d6d4,-5270750,5.27e-06,0.0527075,-727,2020-10-28 04:00:00,2020-10-28T04:00:00.002Z,BITMEX,XBT
31,39eca3f9-3ea3-bb83-4138-85c42687dcb4,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,525,13283.12,,XBME,,,525,13283.12,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,525,13283.12,-0.000051,,SingleSecurity,Funding,f7d8c75c-4f91-2469-473e-1a941908f999,-3952200,-2.02e-06,0.039522,-525,2020-10-29 04:00:00,2020-10-29T04:00:00.005Z,BITMEX,XBT
58,f076601b-d405-0942-ebea-223509ad3210,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,389,13798.95,,XBME,,,389,13798.95,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,389,13798.95,0.00007,,SingleSecurity,Funding,99b190e5-3d9a-7d7d-d711-c4498d872ec8,-2819083,1.97e-06,0.02819083,-389,2020-11-01 20:00:00,2020-11-01T20:00:00.003Z,BITMEX,XBT
59,0b32d35c-3bbe-94f1-2ea2-108a9f76d628,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,389,13711.51,,XBME,,,389,13711.51,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,389,13711.51,-0.000005,,SingleSecurity,Funding,07ac958e-3eda-5453-9f56-e2bda1c7b330,-2836977,-1.4e-07,0.02836977,-389,2020-11-02 04:00:00,2020-11-02T04:00:00.004Z,BITMEX,XBT
85,829a16f6-74ee-ea5c-af66-cb462e32ad6d,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,13447,13566.55,,XBME,,,13447,13566.55,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,13447,13566.55,-0.00014,,SingleSecurity,Funding,f8294a76-5529-0754-1734-99a98a9c27cf,-99117837,-0.00013876,0.99117837,-13447,2020-11-02 20:00:00,2020-11-02T20:00:00.000Z,BITMEX,XBT
86,f61da34c-7dd3-c936-4a4d-acb3369d7390,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,13447,13402.44,,XBME,,,13447,13402.44,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,13447,13402.44,-0.000197,,SingleSecurity,Funding,db2b1b71-ebbb-79c6-7b07-6eb70d2c138c,-100328067,-0.00019765,1.00328067,-13447,2020-11-03 04:00:00,2020-11-03T04:00:00.001Z,BITMEX,XBT
115,1e152406-72ec-03c9-6c15-b125b17afd76,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,10907,13538.86,,XBME,,,10907,13538.86,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,10907,13538.86,0.000077,,SingleSecurity,Funding,3ce29291-541d-c848-6360-26acfe38a424,-80559102,6.203e-05,0.80559102,-10907,2020-11-03 12:00:00,2020-11-03T12:00:00.003Z,BITMEX,XBT
116,e2ce062e-5b91-3e88-4287-64db8c78de88,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,10907,13732.58,,XBME,,,10907,13732.58,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,10907,13732.58,0.0001,,SingleSecurity,Funding,d18bda56-dff3-eb87-1656-6120db2d7524,-79424774,7.942e-05,0.79424774,-10907,2020-11-03 20:00:00,2020-11-03T20:00:00.001Z,BITMEX,XBT
179,d880b503-ef88-ff7a-1348-aee48cddbff0,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12565,14327.56,,XBME,,,12565,14327.56,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12565,14327.56,0.0001,,SingleSecurity,Funding,8f4c2439-441d-09cf-47d2-ec1a3928963f,-87703700,8.77e-05,0.877037,-12565,2020-11-05 04:00:00,2020-11-05T04:00:00.015Z,BITMEX,XBT
180,87f77bcd-8e6b-3a84-5cb4-b34f4aa202ab,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12565,14731.19,,XBME,,,12565,14731.19,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12565,14731.19,0.0001,,SingleSecurity,Funding,24030449-41e2-5d7e-2c7b-554de4c325cf,-85291220,8.529e-05,0.8529122,-12565,2020-11-05 12:00:00,2020-11-05T12:00:00.025Z,BITMEX,XBT
252,b41bf501-2dea-9d13-ab83-805cc12790fb,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,20879,15456.1,,XBME,,,20879,15456.1,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,20879,15456.1,0.0001,,SingleSecurity,Funding,0fb9b88b-2109-c0f1-2413-9076c2d56f29,-135087130,0.00013509,1.3508713,-20879,2020-11-06 20:00:00,2020-11-06T20:00:00.011Z,BITMEX,XBT
253,9756f589-f392-00bd-b875-d2d2dc41bf02,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,20879,15568.02,,XBME,,,20879,15568.02,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,20879,15568.02,0.0001,,SingleSecurity,Funding,42bebd8d-1c88-8100-0165-de14b2fb576f,-134105817,0.00013411,1.34105817,-20879,2020-11-07 04:00:00,2020-11-07T04:00:00.009Z,BITMEX,XBT
254,b925abe6-8683-d41b-3cc8-132cdf1e7ed3,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,20879,15533.94,,XBME,,,20879,15533.94,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,20879,15533.94,0.0001,,SingleSecurity,Funding,95c30867-0616-3cf0-98bb-ba828c35cec5,-134419002,0.00013442,1.34419002,-20879,2020-11-07 12:00:00,2020-11-07T12:00:00.016Z,BITMEX,XBT
287,4e71e2fa-eeeb-2c6c-7eed-92ab2cece7bb,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,13509,15182.67,,XBME,,,13509,15182.67,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,13509,15182.67,0.0001,,SingleSecurity,Funding,7e5dcd25-0bee-abf8-1d7f-754371e84307,-88970274,8.897e-05,0.88970274,-13509,2020-11-08 12:00:00,2020-11-08T12:00:00.003Z,BITMEX,XBT
288,12c4e3a5-7c39-a2bd-9a14-0545ea9b068a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,13509,15353.04,,XBME,,,13509,15353.04,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,13509,15353.04,0.0001,,SingleSecurity,Funding,df80e7d7-b475-64cc-a523-ce8ee461cae5,-87984117,8.798000000000001e-05,0.87984117,-13509,2020-11-08 20:00:00,2020-11-08T20:00:00.003Z,BITMEX,XBT
289,943e45ff-8e45-6dde-90a1-b41a1af04db1,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,13509,15459.3,,XBME,,,13509,15459.3,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,13509,15459.3,0.0001,,SingleSecurity,Funding,627fb319-40bd-b4b9-fcc6-5379ba4accdb,-87389721,8.739e-05,0.87389721,-13509,2020-11-09 04:00:00,2020-11-09T04:00:00.000Z,BITMEX,XBT
290,5c19ab75-1e4b-4edf-57b4-5eb9d1398565,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,13509,15801.53,,XBME,,,13509,15801.53,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,13509,15801.53,0.0001,,SingleSecurity,Funding,edaf38ae-bde8-747e-6199-db7f3cb428e8,-85498461,8.55e-05,0.85498461,-13509,2020-11-09 12:00:00,2020-11-09T12:00:00.000Z,BITMEX,XBT
328,57b8c98f-a196-8b69-f14a-1fcbaf7a40fb,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,14320,15349.4,,XBME,,,14320,15349.4,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,14320,15349.4,0.0001,,SingleSecurity,Funding,cab8c5c3-e002-c8a8-c158-77281a8305e8,-93294800,9.329e-05,0.932948,-14320,2020-11-10 04:00:00,2020-11-10T04:00:00.002Z,BITMEX,XBT
329,e9d58f6e-87aa-86e4-f06e-5359d679f4d3,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,14320,15302.52,,XBME,,,14320,15302.52,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,14320,15302.52,0.0001,,SingleSecurity,Funding,d43e2e2b-a8dc-d4a3-c1f5-4f8aeaced186,-93581200,9.358000000000001e-05,0.935812,-14320,2020-11-10 12:00:00,2020-11-10T12:00:00.004Z,BITMEX,XBT
361,89851265-9438-b310-ed4a-6fc29a47f238,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,8733,15320.29,,XBME,,,8733,15320.29,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,8733,15320.29,0.0001,,SingleSecurity,Funding,a0802451-8f1a-85bf-048a-528b8b40abb0,-57000291,5.7e-05,0.57000291,-8733,2020-11-10 20:00:00,2020-11-10T20:00:00.026Z,BITMEX,XBT
362,77fd520c-72cd-216d-3da5-7c597d896bb1,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,8733,15419.65,,XBME,,,8733,15419.65,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,8733,15419.65,0.0001,,SingleSecurity,Funding,a437b896-0268-c4cd-e81b-69fa11452339,-56633505,5.663e-05,0.56633505,-8733,2020-11-11 04:00:00,2020-11-11T04:00:00.014Z,BITMEX,XBT
390,402e8367-ba16-fbac-d402-575d7ee0439a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,15821.88,,XBME,,,12667,15821.88,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,15821.88,0.0001,,SingleSecurity,Funding,6eb660dd-b838-f0fa-9b3b-506904125ebf,-80055440,8.006e-05,0.8005544,-12667,2020-11-11 20:00:00,2020-11-11T20:00:00.000Z,BITMEX,XBT
391,4c3bd746-1d6f-6e60-59b7-149554c0999b,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,15662.12,,XBME,,,12667,15662.12,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,15662.12,0.0001,,SingleSecurity,Funding,3dde173e-6a50-426f-2a5a-18e536bf9ab5,-80878795,8.088e-05,0.80878795,-12667,2020-11-12 04:00:00,2020-11-12T04:00:00.036Z,BITMEX,XBT
392,4016e08f-569e-aa8b-fc04-e3393da2e4bc,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,15788.35,,XBME,,,12667,15788.35,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,15788.35,0.0001,,SingleSecurity,Funding,64c22805-175c-331c-9446-d4438b9fdc21,-80232778,8.023e-05,0.80232778,-12667,2020-11-12 12:00:00,2020-11-12T12:00:00.000Z,BITMEX,XBT
393,a04eb5ca-e366-8d32-884e-2e7ec2d662bd,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,16090.09,,XBME,,,12667,16090.09,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,16090.09,0.0001,,SingleSecurity,Funding,d336e48e-78d4-8bfa-8e44-9d43bb7aba98,-78725405,7.873e-05,0.78725405,-12667,2020-11-12 20:00:00,2020-11-12T20:00:00.005Z,BITMEX,XBT
394,80ec7f25-241b-7e18-3594-d50004d62e35,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,16450.08,,XBME,,,12667,16450.08,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,16450.08,0.0001,,SingleSecurity,Funding,4d393c50-dd08-8f2c-cd42-eae37ff01c34,-77002693,7.7e-05,0.77002693,-12667,2020-11-13 04:00:00,2020-11-13T04:00:00.004Z,BITMEX,XBT
395,4006f1a5-a4a4-87d0-f74c-fad468c42b70,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,16240.66,,XBME,,,12667,16240.66,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,16240.66,0.0001,,SingleSecurity,Funding,c52d0ba2-e45c-5d2f-d26b-8e182337f60c,-77990719,7.799e-05,0.77990719,-12667,2020-11-13 12:00:00,2020-11-13T12:00:00.005Z,BITMEX,XBT
396,f146222a-552c-ef8c-0c2c-cb55ed17c3af,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,16306.99,,XBME,,,12667,16306.99,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,16306.99,0.0001,,SingleSecurity,Funding,92510089-6ea1-b195-c79c-e1428694ba52,-77674044,7.767000000000001e-05,0.77674044,-12667,2020-11-13 20:00:00,2020-11-13T20:00:00.005Z,BITMEX,XBT
397,38e8fa30-9cfd-c5eb-8728-6d9fd8d9b438,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,16197.45,,XBME,,,12667,16197.45,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,16197.45,0.0001,,SingleSecurity,Funding,53ebb5bd-3259-bbcc-42cc-b6931ff92369,-78206058,7.821e-05,0.78206058,-12667,2020-11-14 04:00:00,2020-11-14T04:00:00.005Z,BITMEX,XBT
398,c1e5a4fb-0bb6-15da-8a24-90d020591506,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,15951.68,,XBME,,,12667,15951.68,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,15951.68,0.0001,,SingleSecurity,Funding,be082067-b4d9-cbd2-a642-6fdfab736f8b,-79409423,7.941e-05,0.79409423,-12667,2020-11-14 12:00:00,2020-11-14T12:00:00.001Z,BITMEX,XBT
399,5ed11b10-6848-2ede-014a-f309337a0042,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,15903.1,,XBME,,,12667,15903.1,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,15903.1,0.000059,,SingleSecurity,Funding,336f0662-09e7-720c-5ac7-0e729427c3ae,-79650096,4.699e-05,0.79650096,-12667,2020-11-14 20:00:00,2020-11-14T20:00:00.005Z,BITMEX,XBT
400,1d05ec58-9ca6-07b8-27ba-089df2031750,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,15940.6,,XBME,,,12667,15940.6,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,15940.6,0.0001,,SingleSecurity,Funding,2fb8ad66-349f-c8b5-d62a-f3489a123602,-79460091,7.946e-05,0.79460091,-12667,2020-11-15 04:00:00,2020-11-15T04:00:00.005Z,BITMEX,XBT
401,c25b5a03-7cba-b729-f347-f30d28213380,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,15976.34,,XBME,,,12667,15976.34,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,15976.34,0.0001,,SingleSecurity,Funding,6b788ed9-26e8-7b99-f210-2c9e63b7a0f6,-79282753,7.928e-05,0.79282753,-12667,2020-11-15 12:00:00,2020-11-15T12:00:00.005Z,BITMEX,XBT
402,27589e76-5557-65ba-c6a0-5686dc796be2,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,15880.38,,XBME,,,12667,15880.38,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,15880.38,0.0001,,SingleSecurity,Funding,37fba691-2a99-ec46-1f9e-f528c10d7fc4,-79764099,7.976e-05,0.79764099,-12667,2020-11-15 20:00:00,2020-11-15T20:00:00.005Z,BITMEX,XBT
403,d07654e2-fe32-b494-0284-80bda1da620d,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12667,16023.02,,XBME,,,12667,16023.02,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12667,16023.02,0.0001,,SingleSecurity,Funding,54a183b8-da74-99d0-6f4c-d606c85c72a3,-79054747,7.905e-05,0.79054747,-12667,2020-11-16 04:00:00,2020-11-16T04:00:00.001Z,BITMEX,XBT
454,89e63f4f-0a81-683d-714e-5cdcc18c5f44,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,20000,16241.05,,XBME,,,20000,16241.05,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,20000,16241.05,0.0001,,SingleSecurity,Funding,b2238c2c-6adf-5e6d-edd6-afd46c3578e9,-123140000,0.00012314,1.2314,-20000,2020-11-16 12:00:00,2020-11-16T12:00:00.001Z,BITMEX,XBT
488,f4fe2d8b-ba83-55f5-264c-5fbe0e545b0f,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,32008,16591.6,,XBME,,,32008,16591.6,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,32008,16591.6,0.0001,,SingleSecurity,Funding,3a59e13c-fceb-d4da-41bf-4b2320cb3425,-192912216,0.00019291,1.92912216,-32008,2020-11-17 04:00:00,2020-11-17T04:00:00.005Z,BITMEX,XBT
518,0d2274ce-6560-176f-eac6-e5f4993f9780,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,38691,17695.91,,XBME,,,38691,17695.91,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,38691,17695.91,0.0001,,SingleSecurity,Funding,2a8d7b34-a5dc-aec0-5538-f8042a1569f6,-218642841,0.00021864,2.18642841,-38691,2020-11-17 20:00:00,2020-11-17T20:00:00.000Z,BITMEX,XBT
519,93a7c9c2-dbc7-a031-7684-81c8c4dfe7e8,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,38691,18048.38,,XBME,,,38691,18048.38,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,38691,18048.38,0.0001,,SingleSecurity,Funding,89845e5b-93fe-53a9-56e4-9556cb24a1b2,-214386831,0.00021439,2.14386831,-38691,2020-11-18 04:00:00,2020-11-18T04:00:00.000Z,BITMEX,XBT
550,d0930fd5-3533-7af5-29a7-39c7e080da50,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,102122,18261.66,,XBME,,,102122,18261.66,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,102122,18261.66,0.0001,,SingleSecurity,Funding,bb7b3fb8-9bdd-6e1f-6bc4-0d2c4de01073,-559220072,0.00055922,5.59220072,-102122,2020-11-18 12:00:00,2020-11-18T12:00:00.000Z,BITMEX,XBT
589,1590f9d6-e4f6-f369-d2a6-ef9d6fd1cb72,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,59750,17663.01,,XBME,,,59750,17663.01,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,59750,17663.01,0.000123,,SingleSecurity,Funding,2e0707ae-6cdf-629a-b85b-5dd4dd363bc1,-338304500,0.00041611,3.383045,-59750,2020-11-18 20:00:00,2020-11-18T20:00:00.000Z,BITMEX,XBT
642,daa194c1-fa64-80b2-9416-b2a3fca1b3a8,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,17934.53,,XBME,,,34936,17934.53,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,17934.53,0.0001,,SingleSecurity,Funding,65819dcf-e63a-8cb1-6a6f-89074ddd598b,-194803136,0.0001948,1.94803136,-34936,2020-11-19 04:00:00,2020-11-19T04:00:00.000Z,BITMEX,XBT
643,95a70515-4c55-4e8e-c79d-d9499dcf47aa,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,17766.01,,XBME,,,34936,17766.01,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,17766.01,0.0001,,SingleSecurity,Funding,d2060e51-99c4-a59f-af47-6678af76e41b,-196654744,0.00019665,1.96654744,-34936,2020-11-19 12:00:00,2020-11-19T12:00:00.000Z,BITMEX,XBT
644,0e456dd1-3669-c96e-d7b7-94f6155a32a1,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,17976.51,,XBME,,,34936,17976.51,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,17976.51,0.0001,,SingleSecurity,Funding,b2767f47-40fa-8f30-99d4-fc828b8ac094,-194348968,0.00019435,1.94348968,-34936,2020-11-19 20:00:00,2020-11-19T20:00:00.005Z,BITMEX,XBT
645,d1c38652-1c89-82a0-88b6-df2328600281,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,17957.55,,XBME,,,34936,17957.55,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,17957.55,0.00022,,SingleSecurity,Funding,aa350ef8-e87f-7ed5-3d77-9bfc31140144,-194558584,0.00042803000000000003,1.94558584,-34936,2020-11-20 04:00:00,2020-11-20T04:00:00.002Z,BITMEX,XBT
646,9ce2364e-2eb9-98c7-9db0-7689ec51fd31,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,18287.33,,XBME,,,34936,18287.33,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,18287.33,0.0001,,SingleSecurity,Funding,27308eff-a0ef-dbd7-39af-fb48a099b798,-191030048,0.00019103,1.91030048,-34936,2020-11-20 12:00:00,2020-11-20T12:00:00.002Z,BITMEX,XBT
647,6355eb35-cfe7-d153-2322-230f9b7ca314,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,18637.13,,XBME,,,34936,18637.13,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,18637.13,0.000115,,SingleSecurity,Funding,1639cd4a-2dea-8077-bd8b-b22d61996b21,-187466576,0.00021559000000000001,1.87466576,-34936,2020-11-20 20:00:00,2020-11-20T20:00:00.001Z,BITMEX,XBT
648,665a6063-6e3b-01e9-34bf-775992083f25,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,18679.11,,XBME,,,34936,18679.11,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,18679.11,0.0001,,SingleSecurity,Funding,603a6d25-bac2-c731-28c6-bc6ffb1130b0,-187047344,0.00018705,1.87047344,-34936,2020-11-21 04:00:00,2020-11-21T04:00:00.001Z,BITMEX,XBT
649,7fce03c6-0786-2306-e704-0ea400d7342d,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,18552.13,,XBME,,,34936,18552.13,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,18552.13,0.0001,,SingleSecurity,Funding,8d33b69a-3cec-ac15-e848-d2fa62795b0c,-188305040,0.00018831,1.8830504,-34936,2020-11-21 12:00:00,2020-11-21T12:00:00.002Z,BITMEX,XBT
650,b40f90fa-6b3c-26c6-c027-ed3298fcfca2,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,18692.62,,XBME,,,34936,18692.62,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,18692.62,0.0001,,SingleSecurity,Funding,32a831cf-6658-afd3-12b2-a7b7e7a9e8ba,-186907600,0.00018691,1.869076,-34936,2020-11-21 20:00:00,2020-11-21T20:00:00.000Z,BITMEX,XBT
651,0e3adde8-bf1e-4709-a2e5-7b411117af10,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,18578.83,,XBME,,,34936,18578.83,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,18578.83,0.0001,,SingleSecurity,Funding,f05492d2-e960-55bb-2416-a51cdedd5af9,-188025552,0.00018803,1.88025552,-34936,2020-11-22 04:00:00,2020-11-22T04:00:00.002Z,BITMEX,XBT
652,e6d37573-c31d-b147-23d9-ba381c75bb0c,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,17879.53,,XBME,,,34936,17879.53,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,17879.53,0.0001,,SingleSecurity,Funding,020194d5-e4e7-fa40-86cf-05bf90bdb44d,-195397048,0.0001954,1.95397048,-34936,2020-11-22 12:00:00,2020-11-22T12:00:00.000Z,BITMEX,XBT
653,e42c84ee-1c74-fe33-14fd-bab923ae9eea,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,18586.82,,XBME,,,34936,18586.82,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,18586.82,0.000295,,SingleSecurity,Funding,5acdcc59-3709-f4b4-9723-bbaab86bc69c,-187955680,0.00055447,1.8795568,-34936,2020-11-22 20:00:00,2020-11-22T20:00:00.003Z,BITMEX,XBT
654,b169809f-9a8d-9dbb-2779-5e9d14ad63d5,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,18387.51,,XBME,,,34936,18387.51,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,18387.51,0.000261,,SingleSecurity,Funding,79febe72-5ea0-4f25-4417-21fe4c0994e0,-189981968,0.00049585,1.89981968,-34936,2020-11-23 04:00:00,2020-11-23T04:00:00.001Z,BITMEX,XBT
655,d413c6f1-5350-5395-62d1-6d77af50f19f,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,18588.97,,XBME,,,34936,18588.97,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,18588.97,0.000559,,SingleSecurity,Funding,056159b3-a6b2-21e2-8552-b4b4a15863dd,-187955680,0.00105067,1.8795568,-34936,2020-11-23 12:00:00,2020-11-23T12:00:00.001Z,BITMEX,XBT
656,0d04a971-b7d7-73f8-4c74-48d7ff5aae58,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,18463.61,,XBME,,,34936,18463.61,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,18463.61,0.000429,,SingleSecurity,Funding,e243e8e1-0834-f3ae-2585-1af1dac75ae6,-189213376,0.00081173,1.89213376,-34936,2020-11-23 20:00:00,2020-11-23T20:00:00.002Z,BITMEX,XBT
